ID,Title,Content,Excerpt,Date,"Post Type",Permalink,"Parent Product ID",Sku,Price,"Regular Price","Sale Price","Stock Status",Stock,"External Product URL","Total Sales","Attribute Name (pa_manufacturer)","Attribute Value (pa_manufacturer)","Attribute In Variations (pa_manufacturer)","Attribute Is Visible (pa_manufacturer)","Attribute Is Taxonomy (pa_manufacturer)","Attribute Name (pa_phone_model)","Attribute Value (pa_phone_model)","Attribute In Variations (pa_phone_model)","Attribute Is Visible (pa_phone_model)","Attribute Is Taxonomy (pa_phone_model)","Shipping Class","Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL","Product Type",Ετικέτες,"Κατηγορίες προϊόντων","Ετικέτες προϊόντος","Stock statuses","Product Visibility",Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date",Downloadable,Virtual,"Purchase Note",Featured,Weight,Length,Width,Height,"Sale Price Dates From","Sale Price Dates To","Sold Individually","Manage Stock",Up-Sells,Cross-Sells,"Downloadable Files Paths","Downloadable Files Names","Download Limit","Download Expiry","Download Type","Button Text",Backorders,"Tax Status","Tax Class","Product Image Gallery","Default Attributes","Product Attributes","Product Version","Variation Description","Wc Rating Count","Wc Review Count","Wc Average Rating",old_erp_id,old_password,old_salt,newssletter,tel
39026,"XIAOMI REDMI NOTE 7 128GB BLUE",,,2019-07-04,product,https://staging.citisaid.com/?post_type=product&p=39026,0,004089,0,0,,onbackorder,0,,0,Manufacturer,,no,no,no,"Phone model",,no,no,no,,,,,,,,,simple,visible,Τηλέφωνα,,Εξαντλήθηκε,visible,draft,0,,,,,xiaomi-redmi-note-7-128gb-blue,,,0,0,closed,closed,2019-07-06,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,yes,taxable,vat-24,,a:0:{},a:0:{},3.5.7,,a:0:{},0,0,,,,,
39109,"Γνήσια Οθόνη LCD και Μηχανισμός Αφής Samsung SM-G973 Galaxy S10 Πράσινη GH82-18835E",,,2019-07-05,product,https://staging.citisaid.com/product/antallaktika/samsung/o8ones-samsung/gnhsia-o8onh-lcd-kai-mhxanismos-afhs-samsung-sm-g973-galaxy-s10-prasinh-gh82-18835e/,0,CA-06469,235,235,,instock,1,,0,Manufacturer,Samsung,no,yes,yes,"Phone model",S10,no,yes,yes,,https://staging.citisaid.com/var/uploads//2019/07/ca-06469.jpeg,20190513133526-samsung-othoni-gia-galaxy-s10-prism-greenjpeg,,,,https://staging.citisaid.com/var/uploads//2019/07/ca-06469.jpeg,,simple,visible,Ανταλλακτικά>Samsung>Οθόνες,,"4-10 μέρες",visible,publish,0,,,,,gnhsia-o8onh-lcd-kai-mhxanismos-afhs-samsung-sm-g973-galaxy-s10-prasinh-gh82-18835e,,,0,0,closed,closed,2019-07-06,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,yes,taxable,vat-24,,a:0:{},"a:2:{s:15:""pa_manufacturer"";a:6:{s:4:""name"";s:15:""pa_manufacturer"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:14:""pa_phone-model"";a:6:{s:4:""name"";s:14:""pa_phone-model"";s:5:""value"";s:0:"""";s:8:""position"";i:2;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}}",3.5.7,,a:0:{},0,0,,,,,
39110,"Γνήσια Οθόνη LCD και Μηχανισμός Αφής Samsung SM-A202 Galaxy A20E Μαύρη GH82-20229A",,,2019-07-05,product,https://staging.citisaid.com/product/antallaktika/samsung/o8ones-samsung/gnhsia-o8onh-lcd-kai-mhxanismos-afhs-samsung-sm-a202-galaxy-a20e-mayrh-gh82-20229a/,0,CA-06470,69,69,,instock,8,,2,Manufacturer,Samsung,no,yes,yes,"Phone model","A20 (2019)",no,yes,yes,,https://staging.citisaid.com/var/uploads//2019/07/ca-06470.jpeg,20190523111904-samsung-galaxy-a20e-dual-32gbjpeg,,,,https://staging.citisaid.com/var/uploads//2019/07/ca-06470.jpeg,,simple,visible,Ανταλλακτικά>Samsung>Οθόνες,,"Κατόπιν παραγγελίας",visible,publish,0,,,,,gnhsia-o8onh-lcd-kai-mhxanismos-afhs-samsung-sm-a202-galaxy-a20e-mayrh-gh82-20229a,,,0,0,closed,closed,2019-07-12,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,yes,taxable,vat-24,,a:0:{},"a:2:{s:15:""pa_manufacturer"";a:6:{s:4:""name"";s:15:""pa_manufacturer"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:14:""pa_phone-model"";a:6:{s:4:""name"";s:14:""pa_phone-model"";s:5:""value"";s:0:"""";s:8:""position"";i:2;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}}",3.5.7,,a:0:{},0,0,,,,,
39127,"Samsung Evo Plus MicroSDXC 512GB U3 With Adapter MB-MC51",,,2019-07-05,product,https://staging.citisaid.com/?post_type=product&p=39127,0,004090,0,0,,onbackorder,0,,0,Manufacturer,,no,no,no,"Phone model",,no,no,no,,,,,,,,,simple,visible,"Βοηθητικά Είδη",,Εξαντλήθηκε,visible,draft,0,,,,,samsung-evo-plus-microsdxc-512gb-u3-adapter-mb-mc51,,,0,0,closed,closed,2019-07-06,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,yes,taxable,vat-24,,a:0:{},a:0:{},3.5.7,,a:0:{},0,0,,,,,
39132,"Samsung 970 EVO 2TB V-NANDNVME",,,2019-07-05,product,https://staging.citisaid.com/?post_type=product&p=39132,0,004091,0,0,,instock,30,,0,Manufacturer,,no,no,no,"Phone model",,no,no,no,,,,,,,,,simple,visible,"Βοηθητικά Είδη",,Εξαντλήθηκε,visible,draft,0,,,,,samsung-970-evo-2tb-v-nandnvme,,,0,0,closed,closed,2019-07-06,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,yes,taxable,vat-24,,a:0:{},a:0:{},3.5.7,,a:0:{},0,0,,,,,
39231,"XIAOMI REDMI NOTE 7 128GB BLACK",,,2019-07-08,product,https://staging.citisaid.com/?post_type=product&p=39231,0,004092,0,0,,instock,1,,0,Manufacturer,,no,no,no,"Phone model",,no,no,no,,,,,,,,,simple,visible,Τηλέφωνα,,Εξαντλήθηκε,visible,draft,0,,,,,xiaomi-redmi-note-7-128gb-black,,,0,0,closed,closed,2019-07-09,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,yes,taxable,vat-24,,a:0:{},a:0:{},3.5.7,,a:0:{},0,0,,,,,
39259,"Apple AirPods 2 2019 MV7N2-SGTDYL9MHLX@Y White",,,2019-07-08,product,https://staging.citisaid.com/?post_type=product&p=39259,0,AS-00805,0,0,,onbackorder,0,,0,Manufacturer,,no,no,no,"Phone model",,no,no,no,,,,,,,,,simple,visible,Αξεσουάρ,,Εξαντλήθηκε,visible,draft,0,,,,,apple-airpods-2-2019-mv7n2-sgtdyl9mhlxy-white,,,0,0,closed,closed,2019-07-09,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,yes,taxable,vat-24,,a:0:{},a:0:{},3.5.7,,a:0:{},0,0,,,,,
39311,"Γνήσιο Πριζάκι Φόρτισης - Apple iPhone A1400 MD813ZM/A + MD818 MB707ZM (Retail Package)",,,2019-07-08,product,https://staging.citisaid.com/product/%ce%b1%ce%be%ce%b5%cf%83%ce%bf%cf%85%ce%ac%cf%81/kalwdia-fortistes-%ce%b1%ce%be%ce%b5%cf%83%ce%bf%cf%85%ce%ac%cf%81/apple-kalwdia-fortistes-%ce%b1%ce%be%ce%b5%cf%83%ce%bf%cf%85%ce%ac%cf%81/gnhsio-prizaki-fortishs-apple-iphone-a1400-md813zm-md818-mb707zm-retail-package/,0,AS-00806,15.9,15.9,,instock,50,,0,Manufacturer,Apple,no,yes,yes,"Phone model",,no,no,no,,https://staging.citisaid.com/var/uploads//2019/07/00806.jpeg,20180122130743-apple-lightning-cable-wall-adapter-leyko-a140,,,,https://staging.citisaid.com/var/uploads//2019/07/00806.jpeg,,simple,visible,"Αξεσουάρ>Καλώδια - Φορτιστές>Apple",,Εξαντλήθηκε,visible,publish,0,,,,,gnhsio-prizaki-fortishs-apple-iphone-a1400-md813zm-md818-mb707zm-retail-package,,,0,0,closed,closed,2019-07-11,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,yes,taxable,vat-24,,a:0:{},"a:1:{s:15:""pa_manufacturer"";a:6:{s:4:""name"";s:15:""pa_manufacturer"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}}",3.5.7,,a:0:{},0,0,,,,,
39312,"Γνήσιο Πριζάκι Φόρτισης - Apple iPhone A1401 12w Power Adapter MD836ZM/A (Bulk)",,,2019-07-08,product,https://staging.citisaid.com/product/%ce%b1%ce%be%ce%b5%cf%83%ce%bf%cf%85%ce%ac%cf%81/kalwdia-fortistes-%ce%b1%ce%be%ce%b5%cf%83%ce%bf%cf%85%ce%ac%cf%81/apple-kalwdia-fortistes-%ce%b1%ce%be%ce%b5%cf%83%ce%bf%cf%85%ce%ac%cf%81/gnhsio-prizaki-fortishs-apple-iphone-a1401-12w-power-adapter-md836zm-bulk/,0,AS-00807,12,12,,instock,29,,0,Manufacturer,Apple,no,yes,yes,"Phone model",,no,no,no,,https://staging.citisaid.com/var/uploads//2019/07/00807.jpeg,eng-pl-original-charger-2-4a-microusb-apple-ipad-a1401-md836,,,,https://staging.citisaid.com/var/uploads//2019/07/00807.jpeg,,simple,visible,"Αξεσουάρ>Καλώδια - Φορτιστές>Apple",,Εξαντλήθηκε,visible,publish,0,,,,,gnhsio-prizaki-fortishs-apple-iphone-a1401-12w-power-adapter-md836zm-bulk,,,0,0,closed,closed,2019-07-12,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,yes,taxable,vat-24,,a:0:{},"a:1:{s:15:""pa_manufacturer"";a:6:{s:4:""name"";s:15:""pa_manufacturer"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}}",3.5.7,,a:0:{},0,0,,,,,
39313,"Τζαμάκι Προστασίας Καθρέτης Για iPhone 7 Plus / 8 Plus Full Cover Hoco Μαύρο Α15",,,2019-07-08,product,https://staging.citisaid.com/product/%ce%b1%ce%be%ce%b5%cf%83%ce%bf%cf%85%ce%ac%cf%81/tzamakia-prostasias-%ce%b1%ce%be%ce%b5%cf%83%ce%bf%cf%85%ce%ac%cf%81/hoco-tzamakia-prostasias-%ce%b1%ce%be%ce%b5%cf%83%ce%bf%cf%85%ce%ac%cf%81/tzamaki-prostasias-ka8reths-gia-iphone-7-plus-8-plus-full-cover-hoco-mayro-a15/,0,AS-00808,9.9,9.9,,instock,9,,0,Manufacturer,Hoco,no,yes,yes,"Phone model",,no,no,no,,https://staging.citisaid.com/var/uploads//2019/07/00808.jpeg,hoco-glass-screen-protector-a15-premium-quality-full-face-mi,,,,https://staging.citisaid.com/var/uploads//2019/07/00808.jpeg,,simple,visible,"Αξεσουάρ>Τζαμάκια Προστασίας>Hoco",,Εξαντλήθηκε,visible,publish,0,,,,,tzamaki-prostasias-ka8reths-gia-iphone-7-plus-8-plus-full-cover-hoco-mayro-a15,,,0,0,closed,closed,2019-07-12,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,yes,taxable,vat-24,,a:0:{},"a:1:{s:15:""pa_manufacturer"";a:6:{s:4:""name"";s:15:""pa_manufacturer"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}}",3.5.7,,a:0:{},0,0,,,,,
39316,"Τζαμάκι Προστασίας Καθρέτης Για iPhone 7 Plus / 8 Plus Full Cover Hoco Άσπρο Α15",,,2019-07-08,product,https://staging.citisaid.com/product/%ce%b1%ce%be%ce%b5%cf%83%ce%bf%cf%85%ce%ac%cf%81/tzamakia-prostasias-%ce%b1%ce%be%ce%b5%cf%83%ce%bf%cf%85%ce%ac%cf%81/hoco-tzamakia-prostasias-%ce%b1%ce%be%ce%b5%cf%83%ce%bf%cf%85%ce%ac%cf%81/tzamaki-prostasias-ka8reths-gia-iphone-7-plus-8-plus-full-cover-hoco-aspro-a15/,0,AS-00809,9.9,9.9,,instock,8,,0,Manufacturer,Hoco,no,yes,yes,"Phone model",,no,no,no,,https://staging.citisaid.com/var/uploads//2019/07/00809.jpeg,hoco-glass-screen-protector-a15-premium-quality-full-face-mi,,,,https://staging.citisaid.com/var/uploads//2019/07/00809.jpeg,,simple,visible,"Αξεσουάρ>Τζαμάκια Προστασίας>Hoco",,Εξαντλήθηκε,visible,publish,0,,,,,tzamaki-prostasias-ka8reths-gia-iphone-7-plus-8-plus-full-cover-hoco-aspro-a15,,,0,0,closed,closed,2019-07-12,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,yes,taxable,vat-24,,a:0:{},"a:1:{s:15:""pa_manufacturer"";a:6:{s:4:""name"";s:15:""pa_manufacturer"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}}",3.5.7,,a:0:{},0,0,,,,,
39317,"Τζαμάκι Προστασίας Καθρέτης Για iPhone 7 / 8 Full Cover Hoco Άσπρο Α15",,,2019-07-08,product,https://staging.citisaid.com/product/%ce%b1%ce%be%ce%b5%cf%83%ce%bf%cf%85%ce%ac%cf%81/tzamakia-prostasias-%ce%b1%ce%be%ce%b5%cf%83%ce%bf%cf%85%ce%ac%cf%81/hoco-tzamakia-prostasias-%ce%b1%ce%be%ce%b5%cf%83%ce%bf%cf%85%ce%ac%cf%81/tzamaki-prostasias-ka8reths-gia-iphone-7-8-full-cover-hoco-aspro-a15/,0,AS-00810,9.9,9.9,,instock,9,,0,Manufacturer,Hoco,no,yes,yes,"Phone model",,no,no,no,,https://staging.citisaid.com/var/uploads//2019/07/00810.jpeg,hoco-glass-screen-protector-a15-premium-quality-full-face-mi,,,,https://staging.citisaid.com/var/uploads//2019/07/00810.jpeg,,simple,visible,"Αξεσουάρ>Τζαμάκια Προστασίας>Hoco",,Εξαντλήθηκε,visible,publish,0,,,,,tzamaki-prostasias-ka8reths-gia-iphone-7-8-full-cover-hoco-aspro-a15,,,0,0,closed,closed,2019-07-12,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,yes,taxable,vat-24,,a:0:{},"a:1:{s:15:""pa_manufacturer"";a:6:{s:4:""name"";s:15:""pa_manufacturer"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}}",3.5.7,,a:0:{},0,0,,,,,
